School,Sport,Division,Conference,Roster URL 2024 (candidate),Method,Roster URL 2025 (known good),2025 Player Count,Status,Notes
Point Loma Nazarene,mens-soccer,NCAA D2,PacWest,https://plnusealions.com/sports/mens-soccer/roster/2024,year-swap (direct),https://plnusealions.com/sports/mens-soccer/roster/2025,28,todo,
Point Loma Nazarene,womens-soccer,NCAA D2,Pacific West Conference,https://plnusealions.com/sports/womens-soccer/roster/2024,year-swap (direct),https://plnusealions.com/sports/womens-soccer/roster/2025,28,todo,
Point Park,mens-soccer,NCAA D2,AMC,https://pointparksports.com/sports/mens-soccer/roster/2024,year-swap (direct),https://pointparksports.com/sports/mens-soccer/roster/2025,52,todo,
Point Park,womens-soccer,NCAA D2,Mountain East Conference,https://pointparksports.com/sports/womens-soccer/roster/2024,year-swap (direct),https://pointparksports.com/sports/womens-soccer/roster/2025,40,todo,
Pomona College,womens-soccer,NCAA D3,Southern California Intercollegiate Athletic Conference,https://sagehens.com/sports/womens-soccer/roster/2024,year-swap (direct),https://sagehens.com/sports/womens-soccer/roster/2025,29,todo,
Pomona-Pitzer,mens-soccer,NCAA D3,SCIAC,https://sagehens.com/sports/mens-soccer/roster/2024,year-swap (direct),https://sagehens.com/sports/mens-soccer/roster/2025,34,todo,
Portland,mens-soccer,NCAA D1,WCC,https://portlandpilots.com/sports/mens-soccer/roster/2024,year-swap (direct),https://portlandpilots.com/sports/mens-soccer/roster/2025,33,todo,
Portland,womens-soccer,NCAA D1,West Coast,https://portlandpilots.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251030063700/https://portlandpilots.com/sports/womens-soccer/roster,27,todo,
Portland State,womens-soccer,NCAA D1,Big Sky,https://goviks.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251112210847/https://goviks.com/sports/womens-soccer/roster,27,todo,
Post,mens-soccer,NCAA D2,ECC,https://posteagles.com/sports/mens-soccer/roster/2024,year-swap (direct),https://posteagles.com/sports/mens-soccer/roster/2025,35,todo,
Post,womens-soccer,NCAA D2,Central Atlantic Collegiate Conference,https://posteagles.com/sports/womens-soccer/roster/2024,year-swap (direct),https://posteagles.com/sports/womens-soccer/roster/2025,21,todo,
Prairie View A&M,womens-soccer,NCAA D1,SWAC,https://pvpanthers.com/sports/womens-soccer/roster,no year in URL — check the site for a 2024 season selector,https://pvpanthers.com/sports/womens-soccer/roster,24,todo,
Pratt Institute,womens-soccer,NCAA D3,Atlantic East Conference,https://goprattgo.com/sports/womens-soccer/roster/2024,year-swap (direct),https://goprattgo.com/sports/womens-soccer/roster/2025,15,todo,
Presbyterian,mens-soccer,NCAA D1,Big South,https://gobluehose.com/sports/mens-soccer/roster/2024,year-swap (direct),https://gobluehose.com/sports/mens-soccer/roster/2025,34,todo,
Presbyterian,womens-soccer,NCAA D1,Big South,https://gobluehose.com/sports/womens-soccer/roster,no year in URL — check the site for a 2024 season selector,https://gobluehose.com/sports/womens-soccer/roster,29,todo,
Princeton,mens-soccer,NCAA D1,Ivy League,https://goprincetontigers.com/sports/mens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251217213255/https://goprincetontigers.com/sports/mens-soccer/roster,31,todo,
Princeton,womens-soccer,NCAA D1,Ivy League,https://goprincetontigers.com/sports/womens-soccer/roster/,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251006032845/https://goprincetontigers.com/sports/womens-soccer/roster/,26,todo,
Principia College,womens-soccer,NCAA D3,St. Louis Intercollegiate Athletic Conference,https://athletics.principiacollege.edu/sports/womens-soccer/roster/2024,year-swap (direct),https://athletics.principiacollege.edu/sports/womens-soccer/roster/2025,21,todo,
Providence,mens-soccer,NCAA D1,Big East,https://friars.com/sports/mens-soccer/roster/2024,year-swap (direct),https://friars.com/sports/mens-soccer/roster/2025,26,todo,
Providence,womens-soccer,NCAA D1,Big East,https://friars.com/sports/womens-soccer/roster/,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251004132200/https://friars.com/sports/womens-soccer/roster/,29,todo,
Puget Sound,mens-soccer,NCAA D3,NWC,https://loggerathletics.com/sports/mens-soccer/roster/2024,year-swap (direct),https://loggerathletics.com/sports/mens-soccer/roster/2025,33,todo,
Purdue,womens-soccer,NCAA D1,Big Ten,https://purduesports.com/sports/womens-soccer/roster,no year in URL — check the site for a 2024 season selector,https://purduesports.com/sports/womens-soccer/roster,10,todo,
Purdue Fort Wayne,mens-soccer,NCAA D1,Horizon League,https://gomastodons.com/sports/mens-soccer/roster/2024,year-swap (direct),https://gomastodons.com/sports/mens-soccer/roster/2025,27,todo,
Purdue Fort Wayne,womens-soccer,NCAA D1,Horizon,https://gomastodons.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251228125225/https://gomastodons.com/sports/womens-soccer/roster,28,todo,
Purdue Northwest,mens-soccer,NCAA D2,GLIAC,https://pnwathletics.com/sports/mens-soccer/roster/2024,year-swap (direct),https://pnwathletics.com/sports/mens-soccer/roster/2025,39,todo,
Purdue Northwest,womens-soccer,NCAA D2,Great Lakes Intercollegiate Athletic Conference,https://pnwathletics.com/sports/womens-soccer/roster/2024,year-swap (direct),https://pnwathletics.com/sports/womens-soccer/roster/2025,27,todo,
Queens,womens-soccer,NCAA D1,ASUN,https://queensathletics.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251226071458/https://queensathletics.com/sports/womens-soccer/roster,33,todo,
Queens (CUNY),mens-soccer,NCAA D2,ECC,https://queensknights.com/sports/mens-soccer/roster/2024,year-swap (direct),https://queensknights.com/sports/mens-soccer/roster/2025,31,todo,
Queens (CUNY),womens-soccer,NCAA D2,East Coast Conference,https://queensknights.com/sports/womens-soccer/roster/2024,year-swap (direct),https://queensknights.com/sports/womens-soccer/roster/2025,33,todo,
Queens (NC),mens-soccer,NCAA D1,SAC,https://queensathletics.com/sports/mens-soccer/roster/2024,year-swap (direct),https://queensathletics.com/sports/mens-soccer/roster/2025,35,todo,
Quincy,mens-soccer,NCAA D2,GLVC,https://quhawks.com/sports/mens-soccer/roster/2024,year-swap (direct),https://quhawks.com/sports/mens-soccer/roster/2025,44,todo,
Quincy,womens-soccer,NCAA D2,Great Lakes Valley Conference,https://quhawks.com/sports/womens-soccer/roster/2024,year-swap (direct),https://quhawks.com/sports/womens-soccer/roster/2025,37,todo,
Quinnipiac,mens-soccer,NCAA D1,MAAC,https://gobobcats.com/sports/mens-soccer/roster/2024,year-swap (direct),https://gobobcats.com/sports/mens-soccer/roster/2025,28,todo,
Quinnipiac,womens-soccer,NCAA D1,Metro,https://gobobcats.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251126122115/https://gobobcats.com/sports/womens-soccer/roster,28,todo,
Radford,mens-soccer,NCAA D1,Big South,https://radfordathletics.com/sports/mens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20250909020813/https://radfordathletics.com/sports/mens-soccer/roster,29,todo,
Radford,womens-soccer,NCAA D1,Big South,https://radfordathletics.com/sports/womens-soccer/roster/2024,year-swap (direct),https://radfordathletics.com/sports/womens-soccer/roster/2025,32,todo,
Ramapo College of New Jersey,womens-soccer,NCAA D3,New Jersey Athletic Conference,https://ramapoathletics.com/sports/womens-soccer/roster/2024,year-swap (direct),https://ramapoathletics.com/sports/womens-soccer/roster/2025,28,todo,
Randolph College,womens-soccer,NCAA D3,Old Dominion Athletic Conference,https://randolphwildcats.com/sports/womens-soccer/roster/2024,year-swap (direct),https://randolphwildcats.com/sports/womens-soccer/roster/2025,22,todo,
Randolph-Macon,mens-soccer,NCAA D3,ODAC,https://rmcathletics.com/sports/mens-soccer/roster/2024,year-swap (direct),https://rmcathletics.com/sports/mens-soccer/roster/2025,38,todo,
Randolph-Macon College,womens-soccer,NCAA D3,Old Dominion Athletic Conference,https://rmcathletics.com/sports/womens-soccer/roster/2024,year-swap (direct),https://rmcathletics.com/sports/womens-soccer/roster/2025,30,todo,
Regent University,womens-soccer,NCAA D3,Coast-to-Coast Athletic Conference,https://regentroyals.com/sports/womens-soccer/roster/2024-26,year-swap (direct),https://regentroyals.com/sports/womens-soccer/roster/2025-26,19,todo,
Regis (CO),mens-soccer,NCAA D2,RMAC,https://regisrangers.com/sports/mens-soccer/roster/2024,year-swap (direct),https://regisrangers.com/sports/mens-soccer/roster/2025,31,todo,
Regis (CO),womens-soccer,NCAA D2,Rocky Mountain Athletic Conference,https://regisrangers.com/sports/womens-soccer/roster/2024,year-swap (direct),https://regisrangers.com/sports/womens-soccer/roster/2025,26,todo,
Rensselaer,mens-soccer,NCAA D3,Liberty League,https://rpiathletics.com/sports/mens-soccer/roster/2024,year-swap (direct),https://rpiathletics.com/sports/mens-soccer/roster/2025,33,todo,
Rensselaer Polytechnic Institute,womens-soccer,NCAA D3,Liberty League,https://rpiathletics.com/sports/womens-soccer/roster/2024,year-swap (direct),https://rpiathletics.com/sports/womens-soccer/roster/2025,26,todo,
Rhode Island,mens-soccer,NCAA D1,Atlantic 10,https://gorhody.com/sports/mens-soccer/roster/2024,year-swap (direct),https://gorhody.com/sports/mens-soccer/roster/2025,28,todo,
Rhode Island,womens-soccer,NCAA D1,Atlantic 10,https://gorhody.com/sports/womens-soccer/roster,no year in URL — check the site for a 2024 season selector,https://gorhody.com/sports/womens-soccer/roster,27,todo,
Rhode Island College,mens-soccer,NCAA D3,LEC,https://goanchormen.com/sports/mens-soccer/roster/2024,year-swap (direct),https://goanchormen.com/sports/mens-soccer/roster/2025,28,todo,
Rhodes,mens-soccer,NCAA D3,SAA,https://rhodeslynx.com/sports/mens-soccer/roster/2024,year-swap (direct),https://rhodeslynx.com/sports/mens-soccer/roster/2025,30,todo,
Rhodes College,womens-soccer,NCAA D3,Southern Athletic Association,https://rhodeslynx.com/sports/womens-soccer/roster/2024,year-swap (direct),https://rhodeslynx.com/sports/womens-soccer/roster/2025,30,todo,
Rice,womens-soccer,NCAA D1,American,https://riceowls.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251210043204/https://riceowls.com/sports/womens-soccer/roster,30,todo,
Richmond,womens-soccer,NCAA D1,Atlantic 10,https://richmondspiders.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251229120804/https://richmondspiders.com/sports/womens-soccer/roster,32,todo,
Rider,mens-soccer,NCAA D1,MAAC,https://gobroncs.com/sports/mens-soccer/roster/2024,year-swap (direct),https://gobroncs.com/sports/mens-soccer/roster/2025,27,todo,
Rider,womens-soccer,NCAA D1,Metro,https://gobroncs.com/sports/womens-soccer/roster,no year in URL — check the site for a 2024 season selector,https://gobroncs.com/sports/womens-soccer/roster,24,todo,
Ripon,mens-soccer,NCAA D3,MWC-D3,https://riponredhawks.com/sports/mens-soccer/roster/2024,year-swap (direct),https://riponredhawks.com/sports/mens-soccer/roster/2025,41,todo,
Ripon College,womens-soccer,NCAA D3,Midwest Conference,https://riponredhawks.com/sports/womens-soccer/roster/2024,year-swap (direct),https://riponredhawks.com/sports/womens-soccer/roster/2025,30,todo,
Roanoke,mens-soccer,NCAA D3,ODAC,https://roanokemaroons.com/sports/mens-soccer/roster/2024,year-swap (direct),https://roanokemaroons.com/sports/mens-soccer/roster/2025,31,todo,
Roanoke College,womens-soccer,NCAA D3,Old Dominion Athletic Conference,https://roanokemaroons.com/sports/womens-soccer/roster/2024,year-swap (direct),https://roanokemaroons.com/sports/womens-soccer/roster/2025,34,todo,
Robert Morris,mens-soccer,NCAA D1,Horizon League,https://rmucolonials.com/sports/mens-soccer/roster/2024,year-swap (direct),https://rmucolonials.com/sports/mens-soccer/roster/2025,29,todo,
Robert Morris,womens-soccer,NCAA D1,Horizon,https://rmucolonials.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251214110353/https://rmucolonials.com/sports/womens-soccer/roster,25,todo,
Roberts Wesleyan,mens-soccer,NCAA D2,ECC,https://robertsredhawks.com/sports/mens-soccer/roster/2024,year-swap (direct),https://robertsredhawks.com/sports/mens-soccer/roster/2025,23,todo,
Roberts Wesleyan,womens-soccer,NCAA D2,East Coast Conference,https://robertsredhawks.com/sports/womens-soccer/roster/2024,year-swap (direct),https://robertsredhawks.com/sports/womens-soccer/roster/2025,26,todo,
Rochester,mens-soccer,NCAA D3,UAA,https://uofrathletics.com/sports/mens-soccer/roster/2024,year-swap (direct),https://uofrathletics.com/sports/mens-soccer/roster/2025,31,todo,
Rochester Institute of Technology,mens-soccer,NCAA D3,Liberty League,https://ritathletics.com/sports/mens-soccer/roster/2024,year-swap (direct),https://ritathletics.com/sports/mens-soccer/roster/2025,27,todo,
Rochester Institute of Technology,womens-soccer,NCAA D3,Liberty League,https://ritathletics.com/sports/womens-soccer/roster/2024,year-swap (direct),https://ritathletics.com/sports/womens-soccer/roster/2025,28,todo,
Rockford University,womens-soccer,NCAA D3,Independent,https://rockfordregents.com/sports/womens-soccer/roster/2024,year-swap (direct),https://rockfordregents.com/sports/womens-soccer/roster/2025,22,todo,
Rockhurst,mens-soccer,NCAA D2,MIAA,https://rockhursthawks.com/sports/mens-soccer/roster/2024,year-swap (direct),https://rockhursthawks.com/sports/mens-soccer/roster/2025,55,todo,
Rockhurst,womens-soccer,NCAA D2,Great Lakes Valley Conference,https://rockhursthawks.com/sports/womens-soccer/roster/2024,year-swap (direct),https://rockhursthawks.com/sports/womens-soccer/roster/2025,29,todo,
Roger Williams,mens-soccer,NCAA D3,CCC,https://rwuhawks.com/sports/mens-soccer/roster/2024,year-swap (direct),https://rwuhawks.com/sports/mens-soccer/roster/2025,34,todo,
Roger Williams University,womens-soccer,NCAA D3,Conference of New England,https://rwuhawks.com/sports/womens-soccer/roster/2024,year-swap (direct),https://rwuhawks.com/sports/womens-soccer/roster/2025,26,todo,
Rogers State,mens-soccer,NCAA D2,Heartland,https://rsuhillcats.com/sports/mens-soccer/roster/2024,year-swap (direct),https://rsuhillcats.com/sports/mens-soccer/roster/2025,36,todo,
Rogers State,womens-soccer,NCAA D2,Mid-America Intercollegiate Athletics Association,https://rsuhillcats.com/sports/womens-soccer/roster/2024,year-swap (direct),https://rsuhillcats.com/sports/womens-soccer/roster/2025,34,todo,
Rollins,mens-soccer,NCAA D2,Sunshine State,https://rollinssports.com/sports/mens-soccer/roster/2024,year-swap (direct),https://rollinssports.com/sports/mens-soccer/roster/2025,36,todo,
Rollins,womens-soccer,NCAA D2,Sunshine State Conference,https://rollinssports.com/sports/womens-soccer/roster/2024,year-swap (direct),https://rollinssports.com/sports/womens-soccer/roster/2025,23,todo,
Roosevelt,mens-soccer,NCAA D2,CCAC,https://rooseveltlakers.com/sports/mens-soccer/roster/2024,year-swap (direct),https://rooseveltlakers.com/sports/mens-soccer/roster/2025,33,todo,
Roosevelt,womens-soccer,NCAA D2,Great Lakes Intercollegiate Athletic Conference,https://rooseveltlakers.com/sports/womens-soccer/roster/2024,year-swap (direct),https://rooseveltlakers.com/sports/womens-soccer/roster/2025,29,todo,
Rose-Hulman,mens-soccer,NCAA D3,HCAC,https://athletics.rose-hulman.edu/sports/mens-soccer/roster/2024,year-swap (direct),https://athletics.rose-hulman.edu/sports/mens-soccer/roster/2025,46,todo,
Rose-Hulman Institute of Technology,womens-soccer,NCAA D3,Heartland Collegiate Athletic Conference,https://athletics.rose-hulman.edu/sports/womens-soccer/roster/2024,year-swap (direct),https://athletics.rose-hulman.edu/sports/womens-soccer/roster/2025,32,todo,
